path,group,category,v1_score,v2_score,score_delta
E:\SIH\ira-wakeword\dataset\negative\speech\1737_1737-146161-0005_neg_012.wav,librispeech,speech,0.000131,0.812507,0.812376
E:\SIH\ira-wakeword\dataset\negative\speech\1737_1737-146161-0005_neg_013.wav,librispeech,speech,0.000003,0.007066,0.007063
E:\SIH\ira-wakeword\dataset\negative\speech\1737_1737-146161-0005_neg_014.wav,librispeech,speech,0.000040,0.223380,0.223339
E:\SIH\ira-wakeword\dataset\negative\speech\1737_1737-146161-0006_neg_000.wav,librispeech,speech,0.000001,0.368373,0.368372
E:\SIH\ira-wakeword\dataset\negative\speech\1737_1737-146161-0006_neg_001.wav,librispeech,speech,0.000000,0.817955,0.817955
E:\SIH\ira-wakeword\dataset\negative\speech\1737_1737-146161-0006_neg_002.wav,librispeech,speech,0.000087,0.011544,0.011458
E:\SIH\ira-wakeword\dataset\negative\speech\1737_1737-146161-0006_neg_004.wav,librispeech,speech,0.000033,0.187701,0.187668
E:\SIH\ira-wakeword\dataset\negative\speech\1737_1737-146161-0006_neg_005.wav,librispeech,speech,0.000062,0.587269,0.587208
E:\SIH\ira-wakeword\dataset\negative\speech\1737_1737-146161-0006_neg_006.wav,librispeech,speech,0.000004,0.004914,0.004911
E:\SIH\ira-wakeword\dataset\negative\speech\1737_1737-146161-0006_neg_007.wav,librispeech,speech,0.000002,0.294113,0.294112
E:\SIH\ira-wakeword\dataset\negative\speech\1737_1737-146161-0007_neg_000.wav,librispeech,speech,0.000000,0.147483,0.147482
E:\SIH\ira-wakeword\dataset\negative\speech\1737_1737-146161-0008_neg_002.wav,librispeech,speech,0.000000,0.006169,0.006169
E:\SIH\ira-wakeword\dataset\negative\speech\1737_1737-146161-0008_neg_003.wav,librispeech,speech,0.000796,0.852350,0.851555
E:\SIH\ira-wakeword\dataset\negative\speech\1737_1737-146161-0008_neg_004.wav,librispeech,speech,0.000003,0.418481,0.418478
E:\SIH\ira-wakeword\dataset\negative\speech\1737_1737-146161-0008_neg_005.wav,librispeech,speech,0.000002,0.967687,0.967685
E:\SIH\ira-wakeword\dataset\negative\speech\1737_1737-146161-0008_neg_006.wav,librispeech,speech,0.000010,0.813444,0.813434
E:\SIH\ira-wakeword\dataset\negative\speech\1737_1737-146161-0008_neg_008.wav,librispeech,speech,0.000004,0.876414,0.876410
E:\SIH\ira-wakeword\dataset\negative\speech\1737_1737-146161-0008_neg_009.wav,librispeech,speech,0.000000,0.118690,0.118690
E:\SIH\ira-wakeword\dataset\negative\speech\1737_1737-146161-0008_neg_010.wav,librispeech,speech,0.000000,0.815933,0.815932
E:\SIH\ira-wakeword\dataset\negative\speech\1737_1737-146161-0008_neg_011.wav,librispeech,speech,0.000194,0.892979,0.892785
E:\SIH\ira-wakeword\dataset\negative\speech\1737_1737-146161-0008_neg_012.wav,librispeech,speech,0.000007,0.003847,0.003840
E:\SIH\ira-wakeword\dataset\negative\speech\1737_1737-146161-0008_neg_013.wav,librispeech,speech,0.000395,0.302211,0.301816
E:\SIH\ira-wakeword\dataset\negative\speech\1737_1737-146161-0009_neg_000.wav,librispeech,speech,0.000001,0.590577,0.590576
E:\SIH\ira-wakeword\dataset\negative\speech\1737_1737-146161-0010_neg_001.wav,librispeech,speech,0.000004,0.889027,0.889023
E:\SIH\ira-wakeword\dataset\negative\speech\1737_1737-146161-0010_neg_002.wav,librispeech,speech,0.000001,0.127593,0.127592
E:\SIH\ira-wakeword\dataset\negative\speech\1737_1737-146161-0010_neg_003.wav,librispeech,speech,0.000027,0.090112,0.090086
E:\SIH\ira-wakeword\dataset\negative\speech\1737_1737-146161-0011_neg_001.wav,librispeech,speech,0.000003,0.479951,0.479947
E:\SIH\ira-wakeword\dataset\negative\speech\1737_1737-146161-0011_neg_002.wav,librispeech,speech,0.000007,0.535214,0.535207
E:\SIH\ira-wakeword\dataset\negative\speech\1737_1737-146161-0011_neg_003.wav,librispeech,speech,0.000007,0.980831,0.980824
E:\SIH\ira-wakeword\dataset\negative\speech\1737_1737-146161-0011_neg_004.wav,librispeech,speech,0.000001,0.235280,0.235280
E:\SIH\ira-wakeword\dataset\negative\speech\1737_1737-146161-0011_neg_005.wav,librispeech,speech,0.000080,0.154540,0.154460
E:\SIH\ira-wakeword\dataset\negative\speech\1737_1737-146161-0011_neg_006.wav,librispeech,speech,0.000323,0.453560,0.453236
E:\SIH\ira-wakeword\dataset\negative\speech\1737_1737-146161-0011_neg_007.wav,librispeech,speech,0.000006,0.028897,0.028891
E:\SIH\ira-wakeword\dataset\negative\speech\1737_1737-146161-0012_neg_000.wav,librispeech,speech,0.000000,0.072400,0.072400
E:\SIH\ira-wakeword\dataset\negative\speech\1737_1737-146161-0012_neg_001.wav,librispeech,speech,0.003488,0.974900,0.971412
E:\SIH\ira-wakeword\dataset\negative\speech\1737_1737-146161-0012_neg_002.wav,librispeech,speech,0.000000,0.000678,0.000678
E:\SIH\ira-wakeword\dataset\negative\speech\1737_1737-146161-0012_neg_004.wav,librispeech,speech,0.000004,0.083764,0.083761
E:\SIH\ira-wakeword\dataset\negative\speech\1737_1737-146161-0012_neg_005.wav,librispeech,speech,0.001147,0.993893,0.992746
E:\SIH\ira-wakeword\dataset\negative\speech\1737_1737-146161-0012_neg_006.wav,librispeech,speech,0.000047,0.021788,0.021741
E:\SIH\ira-wakeword\dataset\negative\speech\1737_1737-146161-0012_neg_008.wav,librispeech,speech,0.000018,0.807057,0.807039
E:\SIH\ira-wakeword\dataset\negative\speech\1737_1737-146161-0012_neg_010.wav,librispeech,speech,0.000002,0.500062,0.500060
E:\SIH\ira-wakeword\dataset\negative\speech\1737_1737-146161-0012_neg_011.wav,librispeech,speech,0.000001,0.805368,0.805367
E:\SIH\ira-wakeword\dataset\negative\speech\1737_1737-146161-0012_neg_012.wav,librispeech,speech,0.000015,0.683614,0.683599
E:\SIH\ira-wakeword\dataset\negative\speech\1737_1737-146161-0012_neg_013.wav,librispeech,speech,0.000003,0.075744,0.075742
E:\SIH\ira-wakeword\dataset\negative\speech\1737_1737-146161-0012_neg_014.wav,librispeech,speech,0.000008,0.176762,0.176755
E:\SIH\ira-wakeword\dataset\negative\speech\1737_1737-146161-0013_neg_000.wav,librispeech,speech,0.000009,0.463331,0.463322
E:\SIH\ira-wakeword\dataset\negative\speech\1737_1737-146161-0013_neg_001.wav,librispeech,speech,0.000006,0.190985,0.190979
E:\SIH\ira-wakeword\dataset\negative\speech\1737_1737-146161-0013_neg_002.wav,librispeech,speech,0.000098,0.216625,0.216527
E:\SIH\ira-wakeword\dataset\negative\speech\1737_1737-146161-0014_neg_000.wav,librispeech,speech,0.000000,0.317556,0.317556
E:\SIH\ira-wakeword\dataset\negative\speech\1737_1737-146161-0014_neg_001.wav,librispeech,speech,0.000002,0.168626,0.168624
E:\SIH\ira-wakeword\dataset\negative\speech\1737_1737-146161-0014_neg_002.wav,librispeech,speech,0.000003,0.062201,0.062198
E:\SIH\ira-wakeword\dataset\negative\speech\1737_1737-146161-0014_neg_003.wav,librispeech,speech,0.000214,0.263427,0.263214
E:\SIH\ira-wakeword\dataset\negative\speech\1737_1737-146161-0014_neg_004.wav,librispeech,speech,0.000001,0.129402,0.129401
E:\SIH\ira-wakeword\dataset\negative\speech\1737_1737-146161-0014_neg_005.wav,librispeech,speech,0.000028,0.814843,0.814815
E:\SIH\ira-wakeword\dataset\negative\speech\1737_1737-146161-0015_neg_000.wav,librispeech,speech,0.000000,0.200137,0.200137
E:\SIH\ira-wakeword\dataset\negative\speech\1737_1737-146161-0015_neg_001.wav,librispeech,speech,0.000078,0.688671,0.688593
E:\SIH\ira-wakeword\dataset\negative\speech\1737_1737-146161-0015_neg_002.wav,librispeech,speech,0.000001,0.089570,0.089569
E:\SIH\ira-wakeword\dataset\negative\speech\1737_1737-146161-0015_neg_004.wav,librispeech,speech,0.000001,0.006713,0.006712
E:\SIH\ira-wakeword\dataset\negative\speech\1737_1737-146161-0015_neg_005.wav,librispeech,speech,0.000032,0.103513,0.103481
E:\SIH\ira-wakeword\dataset\negative\speech\1737_1737-146161-0015_neg_007.wav,librispeech,speech,0.000913,0.399242,0.398329
E:\SIH\ira-wakeword\dataset\negative\speech\1737_1737-146161-0015_neg_008.wav,librispeech,speech,0.000005,0.298088,0.298083
E:\SIH\ira-wakeword\dataset\negative\speech\1737_1737-146161-0016_neg_000.wav,librispeech,speech,0.000000,0.870730,0.870730
E:\SIH\ira-wakeword\dataset\negative\speech\1737_1737-146161-0016_neg_001.wav,librispeech,speech,0.000002,0.943396,0.943394
E:\SIH\ira-wakeword\dataset\negative\speech\1737_1737-146161-0016_neg_002.wav,librispeech,speech,0.000000,0.012014,0.012014
E:\SIH\ira-wakeword\dataset\negative\speech\1737_1737-146161-0016_neg_003.wav,librispeech,speech,0.000006,0.641798,0.641792
E:\SIH\ira-wakeword\dataset\negative\speech\1737_1737-146161-0016_neg_005.wav,librispeech,speech,0.000000,0.294394,0.294394
E:\SIH\ira-wakeword\dataset\negative\speech\1737_1737-146161-0016_neg_006.wav,librispeech,speech,0.000003,0.333689,0.333686
E:\SIH\ira-wakeword\dataset\negative\speech\1737_1737-146161-0016_neg_007.wav,librispeech,speech,0.000006,0.398003,0.397997
E:\SIH\ira-wakeword\dataset\negative\speech\1737_1737-146161-0016_neg_008.wav,librispeech,speech,0.000205,0.984411,0.984206
E:\SIH\ira-wakeword\dataset\negative\speech\1737_1737-146161-0016_neg_009.wav,librispeech,speech,0.000002,0.013637,0.013635
E:\SIH\ira-wakeword\dataset\negative\speech\1737_1737-146161-0016_neg_010.wav,librispeech,speech,0.000001,0.441344,0.441343
E:\SIH\ira-wakeword\dataset\negative\speech\1737_1737-146161-0016_neg_011.wav,librispeech,speech,0.000001,0.445570,0.445569
E:\SIH\ira-wakeword\dataset\negative\speech\1737_1737-146161-0016_neg_012.wav,librispeech,speech,0.000000,0.037244,0.037244
E:\SIH\ira-wakeword\dataset\negative\speech\1737_1737-146161-0016_neg_013.wav,librispeech,speech,0.000083,0.038024,0.037941
E:\SIH\ira-wakeword\dataset\negative\speech\1737_1737-146161-0017_neg_000.wav,librispeech,speech,0.000073,0.448162,0.448089
E:\SIH\ira-wakeword\dataset\negative\speech\1737_1737-146161-0017_neg_001.wav,librispeech,speech,0.000276,0.861337,0.861061
E:\SIH\ira-wakeword\dataset\negative\speech\1737_1737-146161-0017_neg_002.wav,librispeech,speech,0.000001,0.012857,0.012856
E:\SIH\ira-wakeword\dataset\negative\speech\1737_1737-146161-0017_neg_003.wav,librispeech,speech,0.000227,0.292729,0.292502
E:\SIH\ira-wakeword\dataset\negative\speech\1737_1737-146161-0017_neg_004.wav,librispeech,speech,0.000027,0.619380,0.619353
E:\SIH\ira-wakeword\dataset\negative\speech\1737_1737-146161-0017_neg_005.wav,librispeech,speech,0.000001,0.047379,0.047378
E:\SIH\ira-wakeword\dataset\negative\speech\1737_1737-146161-0017_neg_006.wav,librispeech,speech,0.000687,0.164725,0.164038
E:\SIH\ira-wakeword\dataset\negative\speech\5789_5789-70653-0000_neg_003.wav,librispeech,speech,0.000973,0.058469,0.057496
E:\SIH\ira-wakeword\dataset\negative\speech\5789_5789-70653-0000_neg_004.wav,librispeech,speech,0.000005,0.118069,0.118064
E:\SIH\ira-wakeword\dataset\negative\speech\5789_5789-70653-0000_neg_006.wav,librispeech,speech,0.000001,0.187994,0.187993
E:\SIH\ira-wakeword\dataset\negative\speech\5789_5789-70653-0000_neg_010.wav,librispeech,speech,0.000004,0.912682,0.912678
E:\SIH\ira-wakeword\dataset\negative\speech\5789_5789-70653-0001_neg_000.wav,librispeech,speech,0.000034,0.032729,0.032694
E:\SIH\ira-wakeword\dataset\negative\speech\5789_5789-70653-0001_neg_004.wav,librispeech,speech,0.000051,0.079390,0.079339
E:\SIH\ira-wakeword\dataset\negative\speech\5789_5789-70653-0001_neg_005.wav,librispeech,speech,0.000435,0.020612,0.020177
E:\SIH\ira-wakeword\dataset\negative\speech\5789_5789-70653-0001_neg_007.wav,librispeech,speech,0.000001,0.037013,0.037013
E:\SIH\ira-wakeword\dataset\negative\speech\5789_5789-70653-0001_neg_008.wav,librispeech,speech,0.000026,0.309895,0.309869
E:\SIH\ira-wakeword\dataset\negative\speech\5789_5789-70653-0001_neg_011.wav,librispeech,speech,0.000000,0.016646,0.016646
E:\SIH\ira-wakeword\dataset\negative\speech\5789_5789-70653-0001_neg_012.wav,librispeech,speech,0.000159,0.210262,0.210103
E:\SIH\ira-wakeword\dataset\negative\speech\5789_5789-70653-0002_neg_000.wav,librispeech,speech,0.000044,0.133185,0.133141
E:\SIH\ira-wakeword\dataset\negative\speech\5789_5789-70653-0002_neg_001.wav,librispeech,speech,0.000000,0.159271,0.159271
E:\SIH\ira-wakeword\dataset\negative\speech\5789_5789-70653-0002_neg_004.wav,librispeech,speech,0.000002,0.014844,0.014842
E:\SIH\ira-wakeword\dataset\negative\speech\5789_5789-70653-0002_neg_008.wav,librispeech,speech,0.000031,0.009809,0.009778
E:\SIH\ira-wakeword\dataset\negative\speech\5789_5789-70653-0002_neg_011.wav,librispeech,speech,0.000000,0.337169,0.337169
E:\SIH\ira-wakeword\dataset\negative\speech\5789_5789-70653-0003_neg_000.wav,librispeech,speech,0.000004,0.615257,0.615253
E:\SIH\ira-wakeword\dataset\negative\speech\5789_5789-70653-0003_neg_001.wav,librispeech,speech,0.000023,0.113036,0.113012
E:\SIH\ira-wakeword\dataset\negative\speech\5789_5789-70653-0003_neg_003.wav,librispeech,speech,0.000000,0.122666,0.122665
E:\SIH\ira-wakeword\dataset\negative\speech\5789_5789-70653-0003_neg_007.wav,librispeech,speech,0.000000,0.307014,0.307014
E:\SIH\ira-wakeword\dataset\negative\speech\5789_5789-70653-0003_neg_009.wav,librispeech,speech,0.001673,0.668331,0.666658
E:\SIH\ira-wakeword\dataset\negative\speech\5789_5789-70653-0003_neg_012.wav,librispeech,speech,0.036541,0.611170,0.574629
E:\SIH\ira-wakeword\dataset\negative\speech\5789_5789-70653-0003_neg_014.wav,librispeech,speech,0.010361,0.140241,0.129880
E:\SIH\ira-wakeword\dataset\negative\speech\5789_5789-70653-0004_neg_002.wav,librispeech,speech,0.000066,0.046243,0.046177
E:\SIH\ira-wakeword\dataset\negative\speech\5789_5789-70653-0004_neg_004.wav,librispeech,speech,0.000078,0.134409,0.134331
E:\SIH\ira-wakeword\dataset\negative\speech\5789_5789-70653-0004_neg_008.wav,librispeech,speech,0.099314,0.108003,0.008689
E:\SIH\ira-wakeword\dataset\negative\speech\5789_5789-70653-0004_neg_010.wav,librispeech,speech,0.000054,0.379953,0.379899
E:\SIH\ira-wakeword\dataset\negative\speech\5789_5789-70653-0004_neg_011.wav,librispeech,speech,0.001435,0.241561,0.240126
E:\SIH\ira-wakeword\dataset\negative\speech\5789_5789-70653-0005_neg_001.wav,librispeech,speech,0.000024,0.021265,0.021241
E:\SIH\ira-wakeword\dataset\negative\speech\5789_5789-70653-0005_neg_006.wav,librispeech,speech,0.000003,0.332084,0.332081
E:\SIH\ira-wakeword\dataset\negative\speech\5789_5789-70653-0005_neg_007.wav,librispeech,speech,0.000020,0.091909,0.091888
E:\SIH\ira-wakeword\dataset\negative\speech\5789_5789-70653-0006_neg_004.wav,librispeech,speech,0.000015,0.299855,0.299840
E:\SIH\ira-wakeword\dataset\negative\speech\5789_5789-70653-0007_neg_001.wav,librispeech,speech,0.000009,0.019042,0.019033
E:\SIH\ira-wakeword\dataset\negative\speech\5789_5789-70653-0007_neg_002.wav,librispeech,speech,0.005079,0.678291,0.673213
E:\SIH\ira-wakeword\dataset\negative\speech\5789_5789-70653-0007_neg_012.wav,librispeech,speech,0.000400,0.076475,0.076075
E:\SIH\ira-wakeword\dataset\negative\speech\5789_5789-70653-0008_neg_000.wav,librispeech,speech,0.426908,0.983737,0.556829
E:\SIH\ira-wakeword\dataset\negative\speech\5789_5789-70653-0008_neg_001.wav,librispeech,speech,0.014527,0.509375,0.494848
E:\SIH\ira-wakeword\dataset\negative\speech\5789_5789-70653-0008_neg_003.wav,librispeech,speech,0.000007,0.307684,0.307676
E:\SIH\ira-wakeword\dataset\negative\speech\5789_5789-70653-0008_neg_004.wav,librispeech,speech,0.000035,0.094752,0.094718
E:\SIH\ira-wakeword\dataset\negative\speech\5789_5789-70653-0008_neg_006.wav,librispeech,speech,0.000017,0.225858,0.225841
E:\SIH\ira-wakeword\dataset\negative\speech\5789_5789-70653-0008_neg_010.wav,librispeech,speech,0.000350,0.230064,0.229714
E:\SIH\ira-wakeword\dataset\negative\speech\5789_5789-70653-0009_neg_002.wav,librispeech,speech,0.008929,0.385903,0.376974
E:\SIH\ira-wakeword\dataset\negative\speech\5789_5789-70653-0009_neg_008.wav,librispeech,speech,0.000053,0.792058,0.792005
E:\SIH\ira-wakeword\dataset\negative\speech\5789_5789-70653-0009_neg_009.wav,librispeech,speech,0.000018,0.038615,0.038597
E:\SIH\ira-wakeword\dataset\negative\speech\5789_5789-70653-0010_neg_000.wav,librispeech,speech,0.000796,0.833549,0.832754
E:\SIH\ira-wakeword\dataset\negative\speech\5789_5789-70653-0010_neg_007.wav,librispeech,speech,0.000010,0.061878,0.061867
E:\SIH\ira-wakeword\dataset\negative\speech\5789_5789-70653-0010_neg_011.wav,librispeech,speech,0.000204,0.313531,0.313327
E:\SIH\ira-wakeword\dataset\negative\speech\5789_5789-70653-0010_neg_013.wav,librispeech,speech,0.000118,0.046076,0.045958
E:\SIH\ira-wakeword\dataset\negative\speech\5789_5789-70653-0010_neg_014.wav,librispeech,speech,0.005146,0.388189,0.383042
E:\SIH\ira-wakeword\dataset\negative\speech\5789_5789-70653-0011_neg_000.wav,librispeech,speech,0.000001,0.205357,0.205356
E:\SIH\ira-wakeword\dataset\negative\speech\5789_5789-70653-0011_neg_001.wav,librispeech,speech,0.000313,0.338155,0.337842
E:\SIH\ira-wakeword\dataset\negative\speech\5789_5789-70653-0011_neg_002.wav,librispeech,speech,0.004300,0.224206,0.219906
E:\SIH\ira-wakeword\dataset\negative\speech\5789_5789-70653-0011_neg_004.wav,librispeech,speech,0.000073,0.360015,0.359942
E:\SIH\ira-wakeword\dataset\negative\speech\5789_5789-70653-0011_neg_006.wav,librispeech,speech,0.000309,0.967179,0.966870
E:\SIH\ira-wakeword\dataset\negative\speech\5789_5789-70653-0012_neg_000.wav,librispeech,speech,0.001966,0.955154,0.953188
E:\SIH\ira-wakeword\dataset\negative\speech\5789_5789-70653-0012_neg_001.wav,librispeech,speech,0.000010,0.064624,0.064614
E:\SIH\ira-wakeword\dataset\negative\speech\5789_5789-70653-0013_neg_003.wav,librispeech,speech,0.000036,0.584823,0.584787
E:\SIH\ira-wakeword\dataset\negative\speech\5789_5789-70653-0014_neg_006.wav,librispeech,speech,0.000076,0.027399,0.027323
E:\SIH\ira-wakeword\dataset\negative\speech\5789_5789-70653-0014_neg_007.wav,librispeech,speech,0.000011,0.252689,0.252678
E:\SIH\ira-wakeword\dataset\negative\speech\5789_5789-70653-0014_neg_011.wav,librispeech,speech,0.002716,0.340430,0.337714
E:\SIH\ira-wakeword\dataset\negative\speech\5789_5789-70653-0015_neg_001.wav,librispeech,speech,0.000047,0.172181,0.172134
E:\SIH\ira-wakeword\dataset\negative\speech\5789_5789-70653-0015_neg_010.wav,librispeech,speech,0.000001,0.054578,0.054577
E:\SIH\ira-wakeword\dataset\negative\speech\5789_5789-70653-0015_neg_012.wav,librispeech,speech,0.024032,0.382785,0.358753
E:\SIH\ira-wakeword\dataset\negative\speech\5789_5789-70653-0015_neg_014.wav,librispeech,speech,0.007230,0.710668,0.703439
E:\SIH\ira-wakeword\dataset\negative\speech\5789_5789-70653-0016_neg_000.wav,librispeech,speech,0.000216,0.421805,0.421589
E:\SIH\ira-wakeword\dataset\negative\speech\5789_5789-70653-0016_neg_001.wav,librispeech,speech,0.000005,0.172089,0.172084
E:\SIH\ira-wakeword\dataset\negative\speech\5789_5789-70653-0016_neg_002.wav,librispeech,speech,0.293411,0.173266,-0.120145
E:\SIH\ira-wakeword\dataset\negative\speech\5789_5789-70653-0016_neg_004.wav,librispeech,speech,0.000036,0.047054,0.047018
E:\SIH\ira-wakeword\dataset\negative\speech\5789_5789-70653-0016_neg_005.wav,librispeech,speech,0.000000,0.016076,0.016076
E:\SIH\ira-wakeword\dataset\negative\speech\5789_5789-70653-0016_neg_008.wav,librispeech,speech,0.028685,0.054523,0.025838
E:\SIH\ira-wakeword\dataset\negative\speech\5789_5789-70653-0016_neg_010.wav,librispeech,speech,0.000026,0.214618,0.214593
E:\SIH\ira-wakeword\dataset\negative\speech\5789_5789-70653-0017_neg_004.wav,librispeech,speech,0.005610,0.900303,0.894694
E:\SIH\ira-wakeword\dataset\negative\speech\5789_5789-70653-0017_neg_006.wav,librispeech,speech,0.000009,0.339378,0.339369
E:\SIH\ira-wakeword\dataset\negative\speech\5789_5789-70653-0017_neg_010.wav,librispeech,speech,0.000021,0.163764,0.163742
E:\SIH\ira-wakeword\dataset\negative\speech\5789_5789-70653-0017_neg_011.wav,librispeech,speech,0.000109,0.280108,0.279999
E:\SIH\ira-wakeword\dataset\negative\speech\5789_5789-70653-0019_neg_004.wav,librispeech,speech,0.000001,0.106487,0.106486
E:\SIH\ira-wakeword\dataset\negative\speech\5789_5789-70653-0020_neg_000.wav,librispeech,speech,0.007308,0.005950,-0.001358
E:\SIH\ira-wakeword\dataset\negative\speech\5789_5789-70653-0020_neg_002.wav,librispeech,speech,0.000001,0.006352,0.006351
E:\SIH\ira-wakeword\dataset\negative\speech\5789_5789-70653-0020_neg_003.wav,librispeech,speech,0.000000,0.000296,0.000296
E:\SIH\ira-wakeword\dataset\negative\speech\5789_5789-70653-0020_neg_004.wav,librispeech,speech,0.000003,0.654363,0.654360
E:\SIH\ira-wakeword\dataset\negative\speech\5789_5789-70653-0020_neg_005.wav,librispeech,speech,0.000018,0.078679,0.078661
E:\SIH\ira-wakeword\dataset\negative\speech\5789_5789-70653-0020_neg_006.wav,librispeech,speech,0.000103,0.840397,0.840294
E:\SIH\ira-wakeword\dataset\negative\speech\5789_5789-70653-0020_neg_009.wav,librispeech,speech,0.073486,0.055215,-0.018271
E:\SIH\ira-wakeword\dataset\negative\speech\5789_5789-70653-0021_neg_000.wav,librispeech,speech,0.000002,0.720591,0.720589
E:\SIH\ira-wakeword\dataset\negative\speech\5789_5789-70653-0021_neg_003.wav,librispeech,speech,0.000009,0.462277,0.462267
E:\SIH\ira-wakeword\dataset\negative\speech\5789_5789-70653-0021_neg_006.wav,librispeech,speech,0.003294,0.931699,0.928405
E:\SIH\ira-wakeword\dataset\negative\speech\5789_5789-70653-0022_neg_002.wav,librispeech,speech,0.003165,0.002896,-0.000270
E:\SIH\ira-wakeword\dataset\negative\speech\5789_5789-70653-0022_neg_005.wav,librispeech,speech,0.000019,0.173483,0.173464
E:\SIH\ira-wakeword\dataset\negative\speech\5789_5789-70653-0022_neg_006.wav,librispeech,speech,0.001771,0.462890,0.461119
E:\SIH\ira-wakeword\dataset\negative\speech\5789_5789-70653-0022_neg_010.wav,librispeech,speech,0.000013,0.015133,0.015120
E:\SIH\ira-wakeword\dataset\negative\speech\5789_5789-70653-0023_neg_002.wav,librispeech,speech,0.000000,0.089886,0.089886
E:\SIH\ira-wakeword\dataset\negative\speech\5789_5789-70653-0023_neg_003.wav,librispeech,speech,0.000026,0.942556,0.942530
E:\SIH\ira-wakeword\dataset\negative\speech\5789_5789-70653-0023_neg_005.wav,librispeech,speech,0.000007,0.074314,0.074308
E:\SIH\ira-wakeword\dataset\negative\speech\5789_5789-70653-0024_neg_008.wav,librispeech,speech,0.000142,0.212500,0.212358
E:\SIH\ira-wakeword\dataset\negative\speech\5789_5789-70653-0024_neg_009.wav,librispeech,speech,0.007506,0.272628,0.265122
E:\SIH\ira-wakeword\dataset\negative\speech\5789_5789-70653-0024_neg_010.wav,librispeech,speech,0.000160,0.271554,0.271394
E:\SIH\ira-wakeword\dataset\negative\speech\5789_5789-70653-0025_neg_000.wav,librispeech,speech,0.000063,0.912901,0.912838
E:\SIH\ira-wakeword\dataset\negative\speech\5789_5789-70653-0025_neg_002.wav,librispeech,speech,0.000001,0.023737,0.023737
E:\SIH\ira-wakeword\dataset\negative\speech\5789_5789-70653-0025_neg_006.wav,librispeech,speech,0.064322,0.063372,-0.000950
E:\SIH\ira-wakeword\dataset\negative\speech\5789_5789-70653-0026_neg_002.wav,librispeech,speech,0.000018,0.008561,0.008542
E:\SIH\ira-wakeword\dataset\negative\speech\5789_5789-70653-0026_neg_004.wav,librispeech,speech,0.000001,0.677226,0.677225
E:\SIH\ira-wakeword\dataset\negative\speech\5789_5789-70653-0026_neg_009.wav,librispeech,speech,0.000003,0.042940,0.042937
E:\SIH\ira-wakeword\dataset\negative\speech\5789_5789-70653-0026_neg_014.wav,librispeech,speech,0.009265,0.702669,0.693404
E:\SIH\ira-wakeword\dataset\negative\speech\5789_5789-70653-0027_neg_001.wav,librispeech,speech,0.000168,0.034139,0.033971
E:\SIH\ira-wakeword\dataset\negative\speech\5789_5789-70653-0027_neg_007.wav,librispeech,speech,0.000006,0.058194,0.058189
E:\SIH\ira-wakeword\dataset\negative\speech\5789_5789-70653-0027_neg_009.wav,librispeech,speech,0.000001,0.838665,0.838664
E:\SIH\ira-wakeword\dataset\negative\speech\5789_5789-70653-0027_neg_010.wav,librispeech,speech,0.000000,0.011773,0.011772
E:\SIH\ira-wakeword\dataset\negative\speech\5789_5789-70653-0028_neg_006.wav,librispeech,speech,0.000020,0.906274,0.906253
E:\SIH\ira-wakeword\dataset\negative\speech\5789_5789-70653-0028_neg_008.wav,librispeech,speech,0.016448,0.116144,0.099695
E:\SIH\ira-wakeword\dataset\negative\speech\5789_5789-70653-0028_neg_010.wav,librispeech,speech,0.000006,0.219770,0.219764
E:\SIH\ira-wakeword\dataset\negative\speech\5789_5789-70653-0028_neg_011.wav,librispeech,speech,0.000689,0.117538,0.116849
E:\SIH\ira-wakeword\dataset\negative\speech\5789_5789-70653-0028_neg_013.wav,librispeech,speech,0.000011,0.013565,0.013554
E:\SIH\ira-wakeword\dataset\negative\speech\5789_5789-70653-0029_neg_000.wav,librispeech,speech,0.105520,0.959364,0.853844
E:\SIH\ira-wakeword\dataset\negative\speech\5789_5789-70653-0029_neg_007.wav,librispeech,speech,0.000007,0.730293,0.730286
E:\SIH\ira-wakeword\dataset\negative\speech\5789_5789-70653-0029_neg_008.wav,librispeech,speech,0.024499,0.750311,0.725812
E:\SIH\ira-wakeword\dataset\negative\speech\5789_5789-70653-0029_neg_010.wav,librispeech,speech,0.429903,0.944683,0.514779
E:\SIH\ira-wakeword\dataset\negative\speech\5789_5789-70653-0030_neg_001.wav,librispeech,speech,0.000099,0.074730,0.074632
E:\SIH\ira-wakeword\dataset\negative\speech\5789_5789-70653-0030_neg_006.wav,librispeech,speech,0.000004,0.201186,0.201183
E:\SIH\ira-wakeword\dataset\negative\speech\5789_5789-70653-0030_neg_010.wav,librispeech,speech,0.018261,0.666987,0.648726
E:\SIH\ira-wakeword\dataset\negative\speech\5789_5789-70653-0030_neg_011.wav,librispeech,speech,0.000363,0.062000,0.061637
E:\SIH\ira-wakeword\dataset\negative\speech\5789_5789-70653-0031_neg_000.wav,librispeech,speech,0.000072,0.157502,0.157430
E:\SIH\ira-wakeword\dataset\negative\speech\5789_5789-70653-0031_neg_007.wav,librispeech,speech,0.000055,0.069720,0.069665
E:\SIH\ira-wakeword\dataset\negative\speech\5789_5789-70653-0031_neg_012.wav,librispeech,speech,0.000000,0.008765,0.008764
E:\SIH\ira-wakeword\dataset\negative\speech\5789_5789-70653-0031_neg_013.wav,librispeech,speech,0.000308,0.306502,0.306194
